HiTemp,LowTemp,OutHum,Dew,Bar  ,Hi SolarRad. 
18.9,17.7,26.0,-1.0,1007.6,422.0
18.9,18.2,26.0,-1.7,1007.2,250.0
18.2,17.7,28.0,-1.0,1007.2,144.0
17.7,17.6,28.0,-1.0,1007.1,188.0
17.9,17.7,27.0,-1.4,1007.0,183.0
17.9,17.8,27.0,-1.5,1007.0,144.0
17.9,17.8,28.0,-0.8,1007.0,155.0
17.9,17.6,27.0,-1.6,1006.8,127.0
17.6,17.3,27.0,-1.9,1006.8,127.0
17.8,17.3,26.0,-2.0,1006.8,274.0
18.2,17.8,26.0,-1.6,1006.9,282.0
18.2,18.1,25.0,-2.3,1006.9,185.0
18.1,17.7,25.0,-2.6,1007.0,106.0
17.7,17.5,24.0,-3.3,1007.0,81.0
17.5,17.3,22.0,-4.6,1007.0,69.0
17.3,16.9,21.0,-5.6,1007.3,56.0
16.9,16.7,22.0,-5.1,1007.6,56.0
16.7,16.4,23.0,-4.8,1007.6,53.0
16.4,16.4,24.0,-4.3,1007.7,69.0
16.4,16.4,20.0,-6.7,1007.9,86.0
16.4,16.3,20.0,-6.8,1007.9,95.0
16.3,16.3,20.0,-6.8,1008.0,93.0
16.3,16.2,19.0,-7.5,1008.1,77.0
16.2,16.1,22.0,-5.7,1008.1,67.0
16.1,15.9,21.0,-6.4,1008.2,60.0
15.9,15.8,22.0,-5.9,1008.2,51.0
15.8,15.8,22.0,-5.9,1008.2,42.0
15.8,15.5,23.0,-5.6,1008.3,39.0
15.5,15.3,23.0,-5.7,1008.4,28.0
15.3,15.1,24.0,-5.3,1008.4,21.0
15.1,14.5,25.0,-5.3,1008.6,18.0
14.5,14.1,26.0,-5.2,1008.8,5.0
14.2,14.1,25.0,-5.6,1008.8,0.0
14.3,14.2,26.0,-4.9,1009.0,0.0
14.2,14.1,25.0,-5.6,1009.2,0.0
14.5,14.2,25.0,-5.3,1009.2,0.0
14.7,14.5,25.0,-5.2,1009.2,0.0
14.7,14.5,25.0,-5.3,1009.6,0.0
14.5,14.0,26.0,-5.2,1009.6,0.0
14.0,13.9,26.0,-5.3,1009.7,0.0
13.9,13.4,27.0,-5.2,1010.2,0.0
13.4,13.3,26.0,-5.8,1010.2,0.0
13.3,13.2,26.0,-5.9,1010.4,0.0
13.2,13.0,26.0,-6.1,1010.7,0.0
13.1,12.8,27.0,-5.8,1010.7,0.0
12.8,12.6,28.0,-5.4,1010.9,0.0
12.7,12.6,27.0,-5.9,1011.1,0.0
12.6,12.3,28.0,-5.6,1011.1,0.0
12.6,12.4,29.0,-5.1,1011.0,0.0
12.5,12.3,30.0,-4.8,1011.1,0.0
12.3,11.9,31.0,-4.7,1011.1,0.0
11.9,11.6,32.0,-4.6,1011.1,0.0
11.6,11.4,33.0,-4.3,1011.2,0.0
11.4,11.2,34.0,-4.1,1011.2,0.0
11.1,10.9,35.0,-4.0,1011.3,0.0
10.9,10.6,37.0,-3.5,1011.4,0.0
10.6,10.4,37.0,-3.6,1011.4,0.0
10.6,10.4,38.0,-3.2,1011.4,0.0
10.6,10.4,38.0,-3.3,1011.7,0.0
10.4,10.4,39.0,-2.9,1011.7,0.0
10.4,10.4,39.0,-3.0,1011.8,0.0
10.4,10.2,40.0,-2.8,1011.9,0.0
10.3,10.3,41.0,-2.4,1011.9,0.0
10.3,10.1,41.0,-2.5,1012.0,0.0
10.3,10.1,42.0,-2.2,1012.0,0.0
10.1,9.9,42.0,-2.4,1012.0,0.0
10.1,10.1,42.0,-2.3,1012.0,0.0
10.2,10.1,42.0,-2.2,1012.2,0.0
10.1,9.9,43.0,-2.1,1012.2,0.0
10.1,9.9,43.0,-2.1,1012.3,0.0
9.9,9.9,42.0,-2.4,1012.4,0.0
9.9,9.7,43.0,-2.3,1012.4,0.0
9.8,9.7,43.0,-2.3,1012.5,0.0
9.7,9.5,44.0,-2.2,1012.5,0.0
9.5,9.4,43.0,-2.6,1012.5,0.0
9.4,9.3,43.0,-2.6,1012.6,0.0
9.4,9.1,44.0,-2.6,1012.5,0.0
9.2,8.9,45.0,-2.4,1012.5,0.0
9.0,8.8,45.0,-2.4,1012.4,0.0
8.9,8.7,45.0,-2.6,1012.5,0.0
8.7,8.6,46.0,-2.4,1012.5,0.0
8.7,8.5,45.0,-2.6,1012.1,0.0
8.7,8.2,47.0,-2.4,1012.4,0.0
8.2,8.0,48.0,-2.3,1012.4,0.0
8.2,8.1,47.0,-2.5,1012.5,0.0
8.2,7.6,50.0,-2.2,1012.0,0.0
7.6,7.5,51.0,-2.0,1012.0,0.0
7.5,7.3,51.0,-2.2,1012.4,0.0
7.2,6.9,53.0,-2.0,1011.9,0.0
7.3,6.9,52.0,-1.9,1011.9,0.0
7.3,7.2,51.0,-2.2,1012.0,0.0
7.3,7.3,52.0,-1.9,1012.2,0.0
7.5,7.3,51.0,-2.0,1012.2,0.0
7.6,7.4,52.0,-1.8,1012.3,0.0
7.6,7.4,52.0,-1.7,1012.4,0.0
7.5,7.3,52.0,-1.8,1012.4,0.0
7.4,7.3,53.0,-1.6,1012.8,0.0
7.3,7.1,54.0,-1.5,1012.6,0.0
7.2,6.8,55.0,-1.6,1012.6,0.0
6.8,6.8,55.0,-1.6,1012.8,0.0
6.8,6.6,56.0,-1.4,1012.8,0.0
6.8,6.7,56.0,-1.4,1012.8,0.0
6.7,6.6,56.0,-1.6,1012.9,0.0
6.6,6.4,56.0,-1.7,1013.0,0.0
6.4,6.3,56.0,-1.9,1013.0,5.0
6.3,6.2,56.0,-1.9,1013.3,14.0
6.4,6.3,57.0,-1.5,1013.4,39.0
6.8,6.4,55.0,-1.6,1013.4,65.0
7.3,6.8,54.0,-1.4,1013.8,79.0
8.1,7.3,52.0,-1.2,1014.0,106.0
8.3,8.1,52.0,-1.0,1014.0,127.0
8.6,8.3,51.0,-1.0,1013.9,148.0
8.7,8.6,50.0,-1.3,1014.1,169.0
8.7,8.6,51.0,-0.9,1014.1,190.0
8.8,8.7,52.0,-0.5,1014.2,211.0
9.3,8.8,51.0,-0.3,1014.3,232.0
10.1,9.3,50.0,0.1,1014.3,252.0
11.2,10.1,43.0,-0.9,1014.3,273.0
12.3,11.3,37.0,-2.0,1014.3,290.0
12.8,12.3,35.0,-2.3,1014.3,311.0
13.2,12.8,32.0,-3.2,1014.3,333.0
13.5,13.1,32.0,-2.9,1014.3,348.0
13.6,13.4,29.0,-4.2,1014.3,368.0
14.1,13.6,30.0,-3.3,1014.1,385.0
14.4,14.1,27.0,-4.5,1014.2,401.0
14.8,14.3,28.0,-3.6,1014.2,417.0
14.9,14.7,28.0,-3.4,1014.1,431.0
15.3,14.9,26.0,-4.1,1014.2,445.0
15.6,15.3,25.0,-4.4,1014.2,457.0
15.8,15.6,26.0,-3.7,1014.1,466.0
16.3,15.8,28.0,-2.3,1014.2,477.0
16.3,15.9,28.0,-2.6,1014.2,486.0
15.9,15.8,32.0,-0.9,1014.1,493.0
16.1,15.8,29.0,-2.0,1013.9,500.0
16.6,16.1,27.0,-2.5,1013.9,505.0
16.7,16.3,23.0,-4.8,1013.9,512.0
16.7,16.4,22.0,-5.3,1013.8,519.0
16.8,16.4,24.0,-4.0,1013.8,523.0
16.9,16.7,22.0,-5.0,1013.7,526.0
17.1,16.7,20.0,-6.1,1013.5,528.0
17.5,17.1,19.0,-6.4,1013.5,528.0
17.9,17.5,20.0,-5.4,1013.2,528.0
17.9,17.8,19.0,-6.2,1013.1,523.0
18.2,17.7,19.0,-5.9,1013.1,519.0
18.4,18.1,18.0,-6.7,1013.0,517.0
18.4,18.1,18.0,-6.3,1012.7,509.0
18.7,18.3,19.0,-5.5,1012.7,500.0
18.7,18.2,22.0,-3.9,1012.5,494.0
19.1,18.2,23.0,-2.6,1012.2,486.0
19.4,18.9,18.0,-5.9,1012.2,477.0
19.3,18.9,18.0,-5.6,1012.0,463.0
19.7,19.4,20.0,-3.9,1011.7,452.0
19.8,19.7,19.0,-4.5,1011.7,438.0
19.9,19.8,18.0,-5.2,1011.5,424.0
20.4,19.8,17.0,-5.5,1011.3,406.0
20.5,20.2,18.0,-4.9,1011.3,394.0
20.2,20.2,16.0,-6.4,1011.4,375.0
20.8,20.2,17.0,-5.2,1011.4,357.0
20.9,20.5,15.0,-7.1,1011.4,340.0
20.8,20.5,16.0,-6.0,1011.4,320.0
20.7,20.3,18.0,-4.8,1011.4,303.0
20.3,20.1,18.0,-4.9,1011.4,282.0
20.5,20.2,18.0,-4.7,1011.6,260.0
20.5,20.2,17.0,-5.6,1011.9,243.0
20.2,19.8,16.0,-6.8,1011.9,222.0
19.8,19.5,15.0,-7.9,1012.0,179.0
19.5,19.4,17.0,-6.3,1012.0,178.0
19.5,19.3,17.0,-6.4,1012.0,121.0
19.3,19.2,17.0,-6.5,1012.1,128.0
19.2,18.9,19.0,-5.3,1012.1,90.0
18.9,18.7,19.0,-5.5,1012.1,79.0
18.7,18.3,20.0,-5.1,1012.2,63.0
18.3,18.1,19.0,-6.0,1012.6,37.0
18.1,17.6,20.0,-5.7,1012.6,23.0
17.6,17.1,20.0,-6.1,1012.8,12.0
17.1,16.4,21.0,-6.0,1013.0,5.0
16.4,16.1,21.0,-6.3,1013.0,0.0
15.9,15.7,22.0,-6.0,1013.2,0.0
15.6,15.3,23.0,-5.8,1013.3,0.0
15.3,15.2,22.0,-6.4,1013.3,0.0
15.2,14.8,24.0,-5.6,1013.3,0.0
14.8,14.3,24.0,-6.0,1013.5,0.0
14.3,14.0,24.0,-6.3,1013.5,0.0
14.0,13.8,25.0,-5.9,1013.8,0.0
13.8,13.5,25.0,-6.2,1013.9,0.0
13.5,13.2,27.0,-5.5,1013.9,0.0
13.2,12.5,27.0,-6.0,1013.8,0.0
12.5,11.6,32.0,-4.6,1014.0,0.0
11.6,10.6,41.0,-2.2,1014.0,0.0
10.6,9.6,37.0,-4.4,1014.3,0.0
9.6,8.8,40.0,-4.1,1014.4,0.0
8.8,7.9,43.0,-3.9,1014.4,0.0
7.9,7.3,44.0,-4.2,1014.4,0.0
7.3,7.2,47.0,-3.3,1014.5,0.0
7.3,6.8,47.0,-3.8,1014.5,0.0
6.7,6.0,57.0,-1.9,1014.9,0.0
6.0,5.9,52.0,-3.2,1015.0,0.0
6.2,5.9,51.0,-3.3,1015.0,0.0
6.2,6.0,54.0,-2.6,1015.1,0.0
6.0,5.7,60.0,-1.5,1015.1,0.0
5.7,5.3,55.0,-3.0,1015.1,0.0
5.3,5.1,57.0,-2.7,1015.2,0.0
5.1,4.6,55.0,-3.7,1015.4,0.0
5.1,4.6,57.0,-2.8,1015.4,0.0
5.3,5.1,58.0,-2.3,1015.3,0.0
5.5,5.3,56.0,-2.6,1015.3,0.0
5.4,4.5,60.0,-2.6,1015.3,0.0
4.5,4.3,61.0,-2.5,1015.4,0.0
4.3,4.0,68.0,-1.4,1015.3,0.0
4.0,3.8,66.0,-1.8,1015.3,0.0
3.9,3.5,64.0,-2.7,1015.5,0.0
3.5,3.3,72.0,-1.3,1015.4,0.0
3.3,2.9,67.0,-2.3,1015.4,0.0
3.4,3.2,67.0,-2.3,1015.6,0.0
3.3,2.7,68.0,-2.7,1015.5,0.0
2.7,2.3,70.0,-2.6,1015.5,0.0
2.3,2.0,71.0,-2.7,1015.4,0.0
2.1,2.0,73.0,-2.3,1015.4,0.0
2.0,1.7,75.0,-2.3,1015.4,0.0
1.7,1.3,75.0,-2.6,1015.5,0.0
1.3,1.3,72.0,-3.2,1015.3,0.0
1.5,1.3,74.0,-2.6,1015.3,0.0
1.6,1.3,75.0,-2.6,1015.2,0.0
1.3,1.0,74.0,-3.1,1015.1,0.0
1.0,1.0,75.0,-2.9,1015.1,0.0
1.0,0.8,72.0,-3.6,1015.0,0.0
0.9,0.8,76.0,-2.8,1014.9,0.0
0.9,0.8,78.0,-2.6,1014.9,0.0
1.1,0.8,80.0,-2.0,1014.9,0.0
1.3,1.1,80.0,-1.7,1014.8,0.0
1.3,0.9,79.0,-2.3,1014.8,0.0
1.3,0.8,78.0,-2.1,1014.7,0.0
1.3,1.0,80.0,-1.9,1014.7,0.0
1.8,1.2,75.0,-2.1,1014.7,0.0
1.8,1.3,77.0,-2.3,1014.9,0.0
1.2,0.8,80.0,-2.3,1015.0,0.0
0.8,0.4,82.0,-2.3,1015.0,0.0
0.4,0.2,83.0,-2.3,1015.1,0.0
0.2,0.2,84.0,-2.2,1015.2,0.0
0.2,-0.1,84.0,-2.4,1015.2,0.0
0.2,-0.1,84.0,-2.2,1015.3,0.0
0.3,0.2,84.0,-2.2,1015.4,0.0
0.2,-0.1,84.0,-2.4,1015.4,0.0
-0.1,-0.4,85.0,-2.6,1015.5,0.0
-0.3,-0.4,86.0,-2.4,1015.4,0.0
-0.4,-0.4,87.0,-2.3,1015.4,0.0
-0.4,-0.4,88.0,-2.1,1015.7,0.0
-0.4,-0.4,87.0,-2.3,1015.9,0.0
-0.3,-0.4,88.0,-2.0,1015.9,5.0
-0.1,-0.3,87.0,-2.0,1015.9,19.0
0.4,-0.1,87.0,-1.5,1016.2,42.0
0.5,0.3,86.0,-1.6,1016.2,67.0
1.1,0.5,82.0,-1.6,1016.4,70.0
2.1,1.2,77.0,-1.5,1016.4,104.0
3.3,2.1,74.0,-0.9,1016.4,121.0
4.9,3.4,63.0,-1.5,1016.5,143.0
6.0,4.9,60.0,-1.2,1016.5,165.0
6.8,6.0,57.0,-1.2,1016.5,187.0
7.8,6.8,53.0,-1.2,1016.6,208.0
8.7,7.8,50.0,-1.1,1016.5,227.0
9.4,8.7,51.0,-0.3,1016.5,248.0
10.1,9.4,47.0,-0.8,1016.5,269.0
10.6,10.1,44.0,-1.2,1016.4,289.0
11.3,10.6,42.0,-1.2,1016.4,308.0
12.0,11.3,38.0,-1.9,1016.5,327.0
12.7,12.0,36.0,-2.0,1016.5,343.0
13.3,12.8,35.0,-1.8,1016.5,359.0
13.6,13.3,36.0,-1.2,1016.3,378.0
14.3,13.6,31.0,-2.6,1016.1,394.0
14.5,14.3,30.0,-2.9,1016.1,408.0
15.0,14.4,28.0,-3.4,1016.1,424.0
15.2,14.9,26.0,-4.2,1015.9,440.0
15.6,15.2,27.0,-3.3,1015.9,457.0
16.1,15.7,27.0,-3.0,1015.6,468.0
16.4,16.1,26.0,-3.1,1015.3,479.0
16.7,16.4,26.0,-3.0,1015.3,487.0
17.3,16.7,26.0,-2.4,1015.0,507.0
17.6,17.3,25.0,-2.7,1014.9,501.0
17.9,17.6,27.0,-1.3,1014.9,507.0
18.4,17.9,27.0,-0.9,1014.6,512.0
18.6,18.4,24.0,-2.4,1014.4,514.0
18.8,18.6,24.0,-2.2,1014.4,517.0
19.2,18.8,22.0,-3.0,1014.3,521.0
19.4,19.2,20.0,-4.2,1013.9,521.0
19.8,19.4,18.0,-5.3,1013.9,519.0
20.2,19.8,20.0,-3.6,1013.8,519.0
20.5,19.9,21.0,-2.6,1013.3,517.0
20.6,20.5,20.0,-3.2,1013.3,510.0
20.7,20.5,19.0,-3.8,1013.1,505.0
21.1,20.6,19.0,-3.5,1012.8,500.0
21.3,21.0,18.0,-4.0,1012.8,493.0
21.7,21.3,21.0,-1.6,1012.3,486.0
21.8,21.6,21.0,-1.5,1012.2,479.0
21.8,21.4,20.0,-2.4,1012.2,463.0
21.7,21.4,22.0,-0.9,1011.8,454.0
22.2,21.7,18.0,-3.3,1011.6,445.0
22.4,22.2,19.0,-2.4,1011.6,429.0
22.4,22.2,17.0,-4.0,1011.2,412.0
22.8,22.2,16.0,-4.4,1011.1,399.0
22.9,22.6,18.0,-2.9,1011.1,384.0
22.7,22.3,17.0,-3.7,1010.8,364.0
23.2,22.7,17.0,-3.4,1010.6,348.0
22.9,22.8,17.0,-3.6,1010.6,333.0
22.9,22.6,19.0,-2.2,1010.6,313.0
22.9,22.7,17.0,-3.4,1010.6,292.0
23.2,22.9,17.0,-3.3,1010.6,271.0
23.1,22.7,19.0,-2.2,1010.6,248.0
22.9,22.6,18.0,-2.7,1010.5,227.0
22.9,22.6,18.0,-2.9,1010.5,206.0
22.6,22.5,20.0,-1.6,1010.5,169.0
22.5,22.3,17.0,-4.0,1010.5,148.0
22.3,22.2,20.0,-1.8,1010.5,114.0
22.3,22.2,19.0,-2.5,1010.5,102.0
22.3,22.1,19.0,-2.6,1010.5,79.0
22.1,22.0,19.0,-2.7,1010.5,74.0
22.0,21.8,19.0,-2.8,1010.4,53.0
21.8,21.6,20.0,-2.4,1010.5,37.0
21.6,21.0,20.0,-2.8,1010.5,26.0
21.0,20.2,24.0,-1.0,1010.6,16.0
20.2,19.6,23.0,-2.1,1010.7,7.0
19.6,18.7,26.0,-1.2,1010.7,0.0
18.7,18.1,25.0,-2.3,1010.8,0.0
18.1,17.3,31.0,0.0,1010.9,0.0
17.3,16.4,37.0,1.7,1010.9,0.0
16.4,15.8,47.0,4.5,1010.8,0.0
15.7,14.9,47.0,3.7,1011.0,0.0
14.9,14.2,43.0,1.8,1011.0,0.0
14.2,13.5,43.0,1.2,1011.2,0.0
13.4,12.7,44.0,0.7,1011.3,0.0
12.7,12.3,52.0,2.7,1011.3,0.0
12.3,11.8,47.0,0.9,1011.2,0.0
11.8,11.4,59.0,3.7,1011.4,0.0
11.4,11.1,58.0,3.2,1011.4,0.0
11.1,10.9,60.0,3.5,1011.7,0.0
10.9,10.4,54.0,1.5,1011.8,0.0
10.4,10.1,56.0,1.7,1011.8,0.0
10.1,9.9,63.0,3.2,1011.8,0.0
9.9,9.7,61.0,2.6,1011.8,0.0
9.7,9.0,60.0,1.6,1011.8,0.0
9.0,8.9,65.0,2.7,1011.9,0.0
8.9,8.4,61.0,1.3,1012.1,0.0
8.4,8.2,63.0,1.6,1012.1,0.0
8.3,8.0,65.0,1.8,1011.9,0.0
8.0,7.7,66.0,1.8,1011.7,0.0
8.1,7.7,70.0,2.5,1011.7,0.0
8.1,7.7,67.0,2.3,1011.7,0.0
8.1,7.9,72.0,3.1,1011.6,0.0
7.9,7.3,67.0,1.6,1011.6,0.0
7.3,6.8,63.0,0.3,1011.5,0.0
6.8,6.8,69.0,1.5,1011.6,0.0
7.0,6.8,67.0,1.3,1011.6,0.0
7.3,7.0,65.0,1.2,1011.6,0.0
7.3,7.1,65.0,1.0,1011.5,0.0
7.1,6.6,68.0,1.1,1011.5,0.0
6.4,5.9,67.0,0.2,1011.4,0.0
5.9,5.8,65.0,-0.2,1011.4,0.0
5.8,5.7,64.0,-0.6,1011.4,0.0
5.7,5.7,67.0,0.0,1011.6,0.0
5.7,5.5,66.0,-0.4,1011.5,0.0
5.5,5.3,69.0,0.0,1011.5,0.0
5.2,4.8,70.0,-0.2,1011.4,0.0
4.8,4.7,71.0,-0.0,1011.3,0.0
4.8,4.6,70.0,-0.4,1011.3,0.0
4.8,4.6,73.0,0.3,1011.2,0.0
4.7,4.4,73.0,0.1,1011.0,0.0
4.7,4.6,74.0,0.5,1011.0,0.0
4.7,4.7,77.0,1.0,1010.9,0.0
4.7,4.6,78.0,1.1,1010.8,0.0
4.6,4.4,79.0,1.1,1010.8,0.0
4.4,4.1,78.0,0.6,1010.8,0.0
4.1,3.8,81.0,0.8,1010.9,0.0
4.0,3.8,82.0,1.2,1010.9,0.0
4.0,3.8,81.0,0.9,1010.8,0.0
3.8,3.8,80.0,0.7,1010.8,0.0
3.8,3.7,82.0,0.9,1010.8,0.0
3.7,3.3,81.0,0.5,1011.0,0.0
3.6,3.4,79.0,0.1,1011.1,0.0
3.4,3.3,77.0,-0.4,1011.1,0.0
3.3,2.9,74.0,-1.2,1011.2,0.0
2.9,2.8,76.0,-0.9,1011.2,0.0
3.1,2.7,75.0,-1.3,1011.2,0.0
2.7,2.5,78.0,-0.9,1011.1,0.0
2.6,2.5,77.0,-1.1,1011.1,0.0
2.6,2.2,77.0,-1.4,1011.1,0.0
2.2,2.1,79.0,-1.2,1011.4,0.0
2.1,1.9,80.0,-1.1,1011.7,0.0
1.9,1.8,81.0,-1.0,1011.7,0.0
1.9,1.6,82.0,-1.1,1012.0,0.0
1.8,1.6,84.0,-0.6,1012.0,0.0
2.3,1.8,81.0,-0.6,1012.0,0.0
2.3,2.1,80.0,-1.0,1012.2,0.0
2.1,1.8,82.0,-1.0,1012.4,0.0
1.8,1.6,82.0,-1.1,1012.4,7.0
1.8,1.6,83.0,-0.8,1012.4,26.0
2.2,1.8,83.0,-0.4,1012.5,39.0
3.1,2.2,82.0,0.3,1012.5,46.0
3.8,3.1,80.0,0.6,1012.7,76.0
5.2,3.8,75.0,1.1,1012.5,102.0
6.3,5.2,66.0,0.4,1012.5,123.0
6.8,6.3,62.0,-0.0,1012.7,143.0
7.6,6.8,55.0,-0.9,1012.8,164.0
8.6,7.7,51.0,-1.0,1012.8,185.0
9.5,8.6,49.0,-0.7,1012.8,204.0
10.3,9.6,41.0,-2.4,1012.9,227.0
11.3,10.3,39.0,-2.2,1012.9,248.0
12.2,11.3,33.0,-3.7,1012.9,267.0
13.0,12.2,30.0,-4.2,1012.8,287.0
14.0,13.1,28.0,-4.3,1012.8,310.0
14.8,14.0,23.0,-6.1,1012.7,331.0
15.4,14.8,24.0,-5.1,1012.7,345.0
15.7,15.3,23.0,-5.4,1012.7,364.0
15.8,15.7,22.0,-5.9,1012.7,382.0
16.1,15.8,22.0,-5.7,1012.6,396.0
16.2,15.9,23.0,-5.0,1012.6,461.0
16.7,16.2,24.0,-4.0,1012.4,435.0
17.1,16.7,24.0,-3.7,1012.1,440.0
17.1,16.9,23.0,-4.3,1012.1,450.0
17.9,17.0,27.0,-1.4,1012.0,461.0
18.3,17.9,23.0,-3.2,1012.0,472.0
18.4,18.3,22.0,-3.7,1012.0,479.0
18.7,18.4,24.0,-2.3,1011.7,498.0
18.9,18.7,23.0,-2.7,1011.6,516.0
19.2,18.9,21.0,-3.7,1011.6,512.0
19.4,19.2,23.0,-2.3,1011.3,503.0
19.6,19.4,20.0,-4.1,1011.1,507.0
19.8,19.5,23.0,-2.0,1011.1,509.0
20.2,19.8,24.0,-1.1,1011.0,512.0
20.2,20.1,24.0,-1.0,1010.7,514.0
20.5,20.2,22.0,-2.0,1010.7,512.0
20.8,20.5,23.0,-1.1,1010.5,512.0
21.1,20.8,26.0,0.8,1010.3,510.0
21.4,21.1,22.0,-1.2,1010.3,509.0
21.7,21.4,20.0,-2.4,1010.1,503.0
21.7,21.6,24.0,0.3,1009.9,498.0
22.2,21.8,21.0,-1.2,1009.9,487.0
22.2,22.1,20.0,-1.8,1009.7,480.0
22.5,22.2,21.0,-0.9,1009.4,472.0
22.8,22.5,19.0,-2.2,1009.4,457.0
22.8,22.7,20.0,-1.4,1009.1,450.0
22.9,22.8,21.0,-0.6,1008.8,443.0
23.2,22.9,18.0,-2.6,1008.8,433.0
23.3,23.1,17.0,-3.2,1008.7,413.0
23.3,23.2,20.0,-1.0,1008.5,399.0
23.4,23.3,20.0,-0.8,1008.5,382.0
23.6,23.4,19.0,-1.4,1008.3,371.0
23.7,23.4,16.0,-3.8,1008.3,354.0
23.4,23.3,19.0,-1.6,1008.3,338.0
23.3,23.3,17.0,-3.1,1008.2,317.0
23.3,23.3,18.0,-2.3,1008.1,301.0
23.6,23.3,17.0,-3.0,1008.1,280.0
23.4,23.3,17.0,-3.1,1008.1,259.0
23.3,23.3,15.0,-4.8,1007.9,239.0
23.3,22.9,16.0,-4.2,1007.9,218.0
22.9,22.7,17.0,-3.6,1007.9,195.0
22.8,22.8,17.0,-3.6,1008.0,125.0
22.8,22.6,16.0,-4.5,1008.0,139.0
22.6,22.4,13.0,-7.4,1008.1,120.0
22.4,22.3,15.0,-5.6,1008.2,83.0
22.4,22.3,14.0,-6.5,1008.2,88.0
22.4,22.1,16.0,-4.9,1008.2,56.0
22.1,21.7,18.0,-3.7,1008.1,42.0
21.7,21.3,18.0,-4.0,1008.1,23.0
21.3,20.5,19.0,-3.9,1008.2,9.0
20.5,19.3,19.0,-4.9,1008.4,0.0
19.3,18.2,21.0,-4.5,1008.4,0.0
18.2,17.3,22.0,-4.6,1008.5,0.0
17.3,16.1,27.0,-3.0,1008.7,0.0
16.1,15.2,31.0,-1.9,1008.7,0.0
15.2,14.5,36.0,-0.4,1008.5,0.0
14.4,13.5,36.0,-1.3,1008.7,0.0
13.4,12.8,40.0,-0.5,1008.7,0.0
12.8,11.6,45.0,0.1,1008.8,0.0
11.6,11.1,54.0,2.1,1009.1,0.0
11.1,10.7,54.0,1.8,1009.1,0.0
10.7,10.4,54.0,1.5,1008.9,0.0
10.4,10.1,50.0,0.1,1009.0,0.0
10.1,9.8,58.0,1.9,1009.0,0.0
9.8,9.5,64.0,3.0,1009.0,0.0
9.5,9.2,62.0,2.3,1009.0,0.0
9.2,9.1,58.0,1.3,1009.0,0.0
9.2,9.0,57.0,0.9,1008.9,0.0
9.0,8.9,60.0,1.6,1009.0,0.0
9.1,8.9,59.0,1.3,1009.0,0.0
8.9,8.7,62.0,1.8,1009.1,0.0
8.7,8.5,60.0,1.2,1009.1,0.0
8.5,8.3,60.0,1.0,1009.1,0.0
8.4,8.3,66.0,2.3,1009.0,0.0
8.5,8.3,70.0,3.2,1009.0,0.0
8.3,8.2,68.0,2.6,1009.0,0.0
8.2,8.1,54.0,-0.7,1008.9,0.0
8.5,8.1,60.0,1.1,1009.2,0.0
8.4,8.2,61.0,1.1,1009.2,0.0
8.2,7.6,63.0,1.0,1008.8,0.0
7.6,7.3,62.0,0.5,1008.8,0.0
7.3,7.0,59.0,-0.5,1008.8,0.0
7.3,7.0,60.0,0.0,1008.8,0.0
7.3,7.0,63.0,0.4,1008.7,0.0
6.9,6.8,63.0,0.4,1008.7,0.0
6.9,6.6,66.0,0.7,1008.6,0.0
6.6,6.4,66.0,0.5,1008.4,0.0
6.6,6.4,68.0,1.1,1008.4,0.0
6.6,6.4,72.0,1.8,1008.3,0.0
6.4,6.2,71.0,1.3,1008.2,0.0
6.2,5.9,71.0,1.0,1008.2,0.0
5.9,5.7,75.0,1.6,1008.2,0.0
6.0,5.7,66.0,0.1,1008.2,0.0
6.2,6.0,65.0,0.1,1008.2,0.0
6.2,6.1,63.0,-0.5,1008.3,0.0
6.6,6.1,58.0,-1.1,1008.2,0.0
7.0,6.6,56.0,-1.2,1008.2,0.0
6.9,6.8,59.0,-0.7,1008.1,0.0
6.9,6.7,57.0,-1.0,1008.1,0.0
6.9,6.6,58.0,-1.1,1008.1,0.0
6.7,6.6,60.0,-0.6,1007.9,0.0
6.6,6.1,63.0,-0.5,1007.8,0.0
6.1,6.0,64.0,-0.3,1007.8,0.0
6.4,6.0,64.0,0.1,1007.7,0.0
6.4,6.1,66.0,0.2,1007.7,0.0
6.1,5.8,70.0,0.9,1007.7,0.0
6.6,6.0,68.0,1.1,1007.6,0.0
6.6,6.4,70.0,1.5,1007.4,0.0
6.8,6.6,70.0,1.7,1007.4,0.0
7.0,6.8,71.0,2.1,1007.5,0.0
7.1,7.0,72.0,2.4,1007.5,0.0
7.1,6.9,73.0,2.4,1007.5,0.0
6.9,6.6,75.0,2.5,1007.5,0.0
6.7,6.2,79.0,2.8,1007.6,0.0
7.0,6.2,80.0,3.8,1007.6,0.0
7.3,7.0,79.0,3.9,1007.7,0.0
8.0,7.3,78.0,4.4,1007.7,0.0
8.2,7.8,76.0,3.8,1007.7,0.0
7.8,7.4,79.0,4.1,1007.7,0.0
7.5,6.8,80.0,3.6,1007.9,0.0
6.7,6.3,81.0,3.3,1007.9,0.0
6.3,6.1,82.0,3.2,1008.3,0.0
6.1,5.8,83.0,3.2,1008.2,5.0
5.9,5.8,84.0,3.3,1008.2,18.0
6.0,5.8,85.0,3.7,1008.3,28.0
6.3,6.0,84.0,3.8,1008.5,53.0
6.8,6.3,83.0,4.1,1008.5,53.0
